OCEAN	REGION1	REGION	POP	ESTUARY	SITE	SAMPLE_ID	LAT	LONG	SEX	WEIGHT	SL	TL	YEAR	MONTH	DAY	FIELD_ID	SAMPLER	COUNTRY	STATE	MAJORAREA	MINORBAY	STATION	SHALLOWDEPTH	DEEPWATERDEPTH	TEMP	DO	SALINITY	TURBIDITY
GULF	EGULF	EGULF	FL	ApalachicolaBay	Apalachicola	FL-SF-2016-63	29.78415	-84.886833	U	36.63	127	156	2016			MAP1600289	"FL Fish & Wildlife/David Gandy, Amanda Smith"	USA	FL									
GULF	EGULF	EGULF	FL	ApalachicolaBay	Apalachicola	FL-SF-2016-64	29.78415	-84.886833	U	77.88	170	205	2016			MAP1600290	"FL Fish & Wildlife/David Gandy, Amanda Smith"	USA	FL									
GULF	EGULF	EGULF	FL	ApalachicolaBay	Apalachicola	FL-SF-2016-65	29.78415	-84.886833	U	27.1	115	144	2016			MAP1600291	"FL Fish & Wildlife/David Gandy, Amanda Smith"	USA	FL									
GULF	EGULF	EGULF	FL	ApalachicolaBay	Apalachicola	FL-SF-2016-66	29.78415	-84.886833	U	24.34	110	135	2016			MAP1600292	"FL Fish & Wildlife/David Gandy, Amanda Smith"	USA	FL									
GULF	EGULF	EGULF	FL	ApalachicolaBay	Apalachicola	FL-SF-2016-67	29.78415	-84.886833	U	21.78	106	132	2016			MAP1600293	"FL Fish & Wildlife/David Gandy, Amanda Smith"	USA	FL									
GULF	EGULF	EGULF	FL	ApalachicolaBay	Apalachicola	FL-SF-2016-68	29.78415	-84.886833	U	18.82	103	125	2016			MAP1600294	"FL Fish & Wildlife/David Gandy, Amanda Smith"	USA	FL									
GULF	EGULF	EGULF	FL	ApalachicolaBay	Apalachicola	FL-SF-2016-69	29.78415	-84.886833	U	34.94	126	149	2016			MAP1600295	"FL Fish & Wildlife/David Gandy, Amanda Smith"	USA	FL									
GULF	EGULF	EGULF	FL	ApalachicolaBay	Apalachicola	FL-SF-2016-70	29.78415	-84.886833	U	22.14	104	130	2016			MAP1600296	"FL Fish & Wildlife/David Gandy, Amanda Smith"	USA	FL									
GULF	EGULF	EGULF	FL	ApalachicolaBay	Apalachicola	FL-SF-2016-71	29.78415	-84.886833	U	18.22	102	127	2016			MAP1600297	"FL Fish & Wildlife/David Gandy, Amanda Smith"	USA	FL									
GULF	EGULF	EGULF	FL	ApalachicolaBay	Apalachicola	FL-SF-2016-72	29.78415	-84.886833	U	24.09	106	135	2016			MAP1600298	"FL Fish & Wildlife/David Gandy, Amanda Smith"	USA	FL									
GULF	EGULF	EGULF	FL	ApalachicolaBay	Apalachicola	FL-SF-2016-73	29.78415	-84.886833	U	27.94	118	143	2016			MAP1600299	"FL Fish & Wildlife/David Gandy, Amanda Smith"	USA	FL									
GULF	WGULF	WGULF	TX	GalvestonBay	GalvestonBay	GV-SF-2016-01	29.1603	-95.0272	U			327				22	TPWD Dickinson Glen Sutton/Nicole Plowman	USA	TX						25.2	5.9	24	9
GULF	WGULF	WGULF	TX	GalvestonBay	GalvestonBay	GV-SF-2016-02	29.1694	-95.0239	U			345				33	TPWD Dickinson Glen Sutton/Nicole Plowman	USA	TX						25.2	7.2	23.2	3
GULF	WGULF	WGULF	TX	GalvestonBay	GalvestonBay	GV-SF-2016-03	29.0286	-95.2103	U			381				20	TPWD Dickinson Glen Sutton/Nicole Plowman	USA	TX						24.7	6.8	25.1	9
GULF	WGULF	WGULF	TX	GalvestonBay	GalvestonBay	GV-SF-2016-04	29.1997	-95.0567	U			164				A1	TPWD Dickinson Glen Sutton/Nicole Plowman	USA	TX						27.3	9.1	21.3	11
GULF	WGULF	WGULF	TX	GalvestonBay	GalvestonBay	GV-SF-2017-01	29.3508	-94.9039	U			471	2017	6	6	F1	TPWD Dickinson Glen Sutton/Nicole Plowman	USA	TX	2	311	498	0.4	1	28.6	5.5	20.9	17
GULF	WGULF	WGULF	TX	GalvestonBay	GalvestonBay	GV-SF-2017-02	29.3508	-94.9039	U			275	2017	6	6	F2	TPWD Dickinson Glen Sutton/Nicole Plowman	USA	TX	2	311	498	0.4	1	28.6	5.5	20.9	17
GULF	WGULF	WGULF	TX	GalvestonBay	GalvestonBay	GV-SF-2017-03	29.2522	-95.0319	U			342	2017	5	30	C6	TPWD Dickinson Glen Sutton/Nicole Plowman	USA	TX	2	61	572	0.3	0.5	27.9	7.2	21.6	14
GULF	WGULF	WGULF	TX	MatagordaBay	MatagordaBay	MB-SF-2015-01	28.6364	-96.4589	U			55	2016	7	3	A1	TPWD Palacios Leslie Hartman	USA	TX									
GULF	WGULF	WGULF	TX	MatagordaBay	MatagordaBay	MB-SF-2015-02	28.6486	-96.0497	U			44	2016	11	3	A2	TPWD Palacios Leslie Hartman	USA	TX									
GULF	WGULF	WGULF	TX	MatagordaBay	MatagordaBay	MB-SF-2015-03	28.6486	-96.0497	U			41	2016	11	3	A3	TPWD Palacios Leslie Hartman	USA	TX									
GULF	WGULF	WGULF	TX	MatagordaBay	MatagordaBay	MB-SF-2015-04	28.6825	-96.2861	U			39	2016	16	2	A4	TPWD Palacios Leslie Hartman	USA	TX									
GULF	WGULF	WGULF	TX	SabineLake	SabineLake	SL-SF-2015-01	29.7186	-93.9914	U			83	2016	4	26	A1/A2	TPWD Port Arthur Carey Gelpi	USA	TX				0.6	0.9	27.5	7.6	8.9	7
GULF	WGULF	WGULF	TX	SabineLake	SabineLake	SL-SF-2015-02	29.7186	-93.9914	U			85	2016	4	26	A3/A4	TPWD Port Arthur Carey Gelpi	USA	TX				0.6	0.9	27.5	7.6	8.9	7
GULF	WGULF	WGULF	TX	SabineLake	SabineLake	SL-SF-2015-03	29.9842	-93.8836	U			75	2016	5	11	A5/A6	TPWD Port Arthur Carey Gelpi	USA	TX				0.1	0.9	25.1	6.3	0.1	
GULF	WGULF	WGULF	TX	SabineLake	SabineLake	SL-SF-2016-04	29.7358	-94.0369	U			332	2016	11	2	187-332	TPWD Port Arthur Carey Gelpi	USA	TX				0.3	0.9	26.5	8	14.2	28
GULF	WGULF	WGULF	TX	SabineLake	SabineLake	SL-SF-2016-05	29.7358	-94.0369	U			265	2016	11	2	187-265	TPWD Port Arthur Carey Gelpi	USA	TX				0.3	0.9	26.5	8	14.2	28
GULF	WGULF	WGULF	TX	SabineLake	SabineLake	SL-SF-2016-06	29.7358	-94.0369	U			332	2016	11	2	187-332	TPWD Port Arthur Carey Gelpi	USA	TX				0.3	0.9	26.5	8	14.2	28
GULF	WGULF	WGULF	TX	SabineLake	SabineLake	SL-SF-2016-07	29.7358	-94.0369	U			265	2016	11	2	187-265	TPWD Port Arthur Carey Gelpi	USA	TX				0.3	0.9	26.5	8	14.2	28
GULF	WGULF	WGULF	TX	SabineLake	SabineLake	SL-SF-2016-08	29.7672	-93.9575	U			370	2016	10	7	165-370	TPWD Port Arthur Carey Gelpi	USA	TX				0.3	1	23.3	7.7	17.6	8
GULF	WGULF	WGULF	TX	SabineLake	SabineLake	SL-SF-2016-09	29.7672	-93.9575	U			370	2016	10	7	165-370	TPWD Port Arthur Carey Gelpi	USA	TX				0.3	1	23.3	7.7	17.6	8
GULF	WGULF	WGULF	TX	SabineLake	SabineLake	SL-SF-2016-10	29.9903	-93.8583	U			298	2016	9	27	20-298	TPWD Port Arthur Carey Gelpi	USA	TX				0.2	1.3	30	8.3	4.9	6
GULF	WGULF	WGULF	TX	SabineLake	SabineLake	SL-SF-2016-11	29.9903	-93.8583	U			243	2016	9	27	20-243	TPWD Port Arthur Carey Gelpi	USA	TX				0.2	1.3	30	8.3	4.9	6
GULF	WGULF	WGULF	TX	SabineLake	SabineLake	SL-SF-2016-12	29.9903	-93.8583	U			298	2016	9	27	20-298	TPWD Port Arthur Carey Gelpi	USA	TX				0.2	1.3	30	8.3	4.9	6
GULF	WGULF	WGULF	TX	SabineLake	SabineLake	SL-SF-2016-13	29.9903	-93.8583	U			243	2016	9	27	20-243	TPWD Port Arthur Carey Gelpi	USA	TX				0.2	1.3	30	8.3	4.9	6
GULF	WGULF	WGULF	TX	SabineLake	SabineLake	SL-SF-2016-14	29.9825	-93.8358	U			616	2016	9	28	32-616	TPWD Port Arthur Carey Gelpi	USA	TX				0	1.3	30.4	6.7	6.4	4
GULF	WGULF	WGULF	TX	SabineLake	SabineLake	SL-SF-2016-15	29.9825	-93.8358	U			616	2016	9	28	32-616	TPWD Port Arthur Carey Gelpi	USA	TX				0	1.3	30.4	6.7	6.4	4
GULF	WGULF	WGULF	TX	SabineLake	SabineLake	SL-SF-2016-16	29.7311	-94.0336	U			382	2016	11	14	201-382	TPWD Port Arthur Carey Gelpi	USA	TX				0.3	0.9	19.6	7.8	8.1	13
GULF	WGULF	WGULF	TX	SabineLake	SabineLake	SL-SF-2016-17	29.7311	-94.0336	U			417	2016	11	14	201-417	TPWD Port Arthur Carey Gelpi	USA	TX				0.3	0.9	19.6	7.8	8.1	13
GULF	WGULF	WGULF	TX	SabineLake	SabineLake	SL-SF-2016-18	29.7311	-94.0336	U			417	2016	11	14	201-417	TPWD Port Arthur Carey Gelpi	USA	TX				0.3	0.9	19.6	7.8	8.1	13
GULF	WGULF	WGULF	TX	SabineLake	SabineLake	SL-SF-2016-19	29.7311	-94.0336	U			382	2016	11	14	201-382	TPWD Port Arthur Carey Gelpi	USA	TX				0.3	0.9	19.6	7.8	8.1	13
GULF	WGULF	WGULF	TX	SabineLake	SabineLake	SL-SF-2016-20	29.9811	-93.8519	U			366	2016	11	7	31-366	TPWD Port Arthur Carey Gelpi	USA	TX				0.3	1.1	23.6	8	14.5	9
GULF	WGULF	WGULF	TX	SabineLake	SabineLake	SL-SF-2016-21	29.9811	-93.8519	U			366	2016	11	7	31-366	TPWD Port Arthur Carey Gelpi	USA	TX				0.3	1.1	23.6	8	14.5	9
GULF	WGULF	WGULF	TX	SabineLake	SabineLake	SL-SF-2016-22	29.9886	-93.8136	U			342	2016	11	15	23-342	TPWD Port Arthur Carey Gelpi	USA	TX				0.3	1.2	22	9.9	11.9	6
GULF	WGULF	WGULF	TX	SabineLake	SabineLake	SL-SF-2016-23	29.9886	-93.8136	U			342	2016	11	15	23-342	TPWD Port Arthur Carey Gelpi	USA	TX				0.3	1.2	22	9.9	11.9	6
GULF	WGULF	WGULF	TX	SabineLake	SabineLake	SL-SF-2016-24	29.9775	-93.8069	U			454	2016	11	15	33-454	TPWD Port Arthur Carey Gelpi	USA	TX				0.2	0.9	21.4	9	11.7	
GULF	WGULF	WGULF	TX	SabineLake	SabineLake	SL-SF-2016-25	29.9775	-93.8069	U			454	2016	11	15	33-454	TPWD Port Arthur Carey Gelpi	USA	TX				0.2	0.9	21.4	9	11.7	
GULF	WGULF	WGULF	TX	SabineLake	SabineLake	SL-SF-2016-26	29.6972	-94.0272	U			398	2016	10	18	235-398	TPWD Port Arthur Carey Gelpi	USA	TX				0	1	29	7.5	6.4	
GULF	WGULF	WGULF	TX	SabineLake	SabineLake	SL-SF-2016-27	29.6972	-94.0272	U			300	2016	10	18	235-300	TPWD Port Arthur Carey Gelpi	USA	TX				0	1	29	7.5	6.4	
GULF	WGULF	WGULF	TX	SabineLake	SabineLake	SL-SF-2016-28	29.6972	-94.0272	U			300	2016	10	18	235-300	TPWD Port Arthur Carey Gelpi	USA	TX				0	1	29	7.5	6.4	
GULF	WGULF	WGULF	TX	SabineLake	SabineLake	SL-SF-2016-29	29.6972	-94.0272	U			398	2016	10	18	235-398	TPWD Port Arthur Carey Gelpi	USA	TX				0	1	29	7.5	6.4	
GULF	WGULF	WGULF	TX	SabineLake	SabineLake	SL-SF-2016-30	29.7678	-93.9419	U			348	2016	10	7	166-348	TPWD Port Arthur Carey Gelpi	USA	TX				0.3	1	23.1	8.2	20.1	11
GULF	WGULF	WGULF	TX	SabineLake	SabineLake	SL-SF-2016-31	29.7678	-93.9419	U			279	2016	10	7	166-279	TPWD Port Arthur Carey Gelpi	USA	TX				0.3	1	23.1	8.2	20.1	11
GULF	WGULF	WGULF	TX	SabineLake	SabineLake	SL-SF-2016-32	29.7678	-93.9419	U			278	2016	10	7	166-278	TPWD Port Arthur Carey Gelpi	USA	TX				0.3	1	23.1	8.2	20.1	11
GULF	WGULF	WGULF	TX	SabineLake	SabineLake	SL-SF-2016-33	29.7678	-93.9419	U			396	2016	10	7	166-396	TPWD Port Arthur Carey Gelpi	USA	TX				0.3	1	23.1	8.2	20.1	11
GULF	WGULF	WGULF	TX	SabineLake	SabineLake	SL-SF-2016-34	29.7678	-93.9419	U			443	2016	10	7	166-443	TPWD Port Arthur Carey Gelpi	USA	TX				0.3	1	23.1	8.2	20.1	11
GULF	WGULF	WGULF	TX	SabineLake	SabineLake	SL-SF-2016-35	29.7678	-93.9419	U			283	2016	10	7	166-283	TPWD Port Arthur Carey Gelpi	USA	TX				0.3	1	23.1	8.2	20.1	11
GULF	WGULF	WGULF	TX	SabineLake	SabineLake	SL-SF-2016-36	29.7678	-93.9419	U			323	2016	10	7	166-323	TPWD Port Arthur Carey Gelpi	USA	TX				0.3	1	23.1	8.2	20.1	11
GULF	WGULF	WGULF	TX	SabineLake	SabineLake	SL-SF-2016-37	29.7678	-93.9419	U			323	2016	10	7	166-323	TPWD Port Arthur Carey Gelpi	USA	TX				0.3	1	23.1	8.2	20.1	11
GULF	WGULF	WGULF	TX	SabineLake	SabineLake	SL-SF-2016-38	29.7678	-93.9419	U			340	2016	10	7	166-340	TPWD Port Arthur Carey Gelpi	USA	TX				0.3	1	23.1	8.2	20.1	11
GULF	WGULF	WGULF	TX	SabineLake	SabineLake	SL-SF-2016-39	29.7678	-93.9419	U			364	2016	10	7	166-364	TPWD Port Arthur Carey Gelpi	USA	TX				0.3	1	23.1	8.2	20.1	11
GULF	WGULF	WGULF	TX	SabineLake	SabineLake	SL-SF-2016-40	29.7678	-93.9419	U			443	2016	10	7	166-443	TPWD Port Arthur Carey Gelpi	USA	TX				0.3	1	23.1	8.2	20.1	11
GULF	WGULF	WGULF	TX	SabineLake	SabineLake	SL-SF-2016-41	29.7678	-93.9419	U			283	2016	10	7	166-283	TPWD Port Arthur Carey Gelpi	USA	TX				0.3	1	23.1	8.2	20.1	11
GULF	WGULF	WGULF	TX	SabineLake	SabineLake	SL-SF-2016-42	29.7678	-93.9419	U			332	2016	10	7	166-332	TPWD Port Arthur Carey Gelpi	USA	TX				0.3	1	23.1	8.2	20.1	11
GULF	WGULF	WGULF	TX	SabineLake	SabineLake	SL-SF-2016-43	29.7678	-93.9419	U			332	2016	10	7	166-332	TPWD Port Arthur Carey Gelpi	USA	TX				0.3	1	23.1	8.2	20.1	11
GULF	WGULF	WGULF	TX	SabineLake	SabineLake	SL-SF-2016-44	29.7678	-93.9419	U			364	2016	10	7	166-364	TPWD Port Arthur Carey Gelpi	USA	TX				0.3	1	23.1	8.2	20.1	11
GULF	WGULF	WGULF	TX	SabineLake	SabineLake	SL-SF-2016-45	29.7678	-93.9419	U			430	2016	10	7	166-430	TPWD Port Arthur Carey Gelpi	USA	TX				0.3	1	23.1	8.2	20.1	11
GULF	WGULF	WGULF	TX	SabineLake	SabineLake	SL-SF-2016-46	29.7678	-93.9419	U			278	2016	10	7	166-278	TPWD Port Arthur Carey Gelpi	USA	TX				0.3	1	23.1	8.2	20.1	11
GULF	WGULF	WGULF	TX	SabineLake	SabineLake	SL-SF-2016-47	29.7678	-93.9419	U			396	2016	10	7	166-396	TPWD Port Arthur Carey Gelpi	USA	TX				0.3	1	23.1	8.2	20.1	11
GULF	WGULF	WGULF	TX	SabineLake	SabineLake	SL-SF-2016-48	29.7678	-93.9419	U			273	2016	10	7	166-273	TPWD Port Arthur Carey Gelpi	USA	TX				0.3	1	23.1	8.2	20.1	11
GULF	WGULF	WGULF	TX	SabineLake	SabineLake	SL-SF-2016-49	29.7678	-93.9419	U			348	2016	10	7	166-348	TPWD Port Arthur Carey Gelpi	USA	TX				0.3	1	23.1	8.2	20.1	11
GULF	WGULF	WGULF	TX	SabineLake	SabineLake	SL-SF-2016-50	29.7431	-94.025	U			340	2016	10	25	188-340	TPWD Port Arthur Carey Gelpi	USA	TX				0.3	0.9	24.1	8.5	10.3	
GULF	WGULF	WGULF	TX	SabineLake	SabineLake	SL-SF-2016-51	29.7431	-94.025	U			340	2016	10	25	188-340	TPWD Port Arthur Carey Gelpi	USA	TX				0.3	0.9	24.1	8.5	10.3	
GULF	WGULF	WGULF	TX	SabineLake	SabineLake	SL-SF-2016-52	29.7431	-94.025	U			277	2016	10	25	188-277	TPWD Port Arthur Carey Gelpi	USA	TX				0.3	0.9	24.1	8.5	10.3	
GULF	WGULF	WGULF	TX	SabineLake	SabineLake	SL-SF-2016-53	29.7431	-94.025	U			420	2016	10	25	188-420	TPWD Port Arthur Carey Gelpi	USA	TX				0.3	0.9	24.1	8.5	10.3	
GULF	WGULF	WGULF	TX	SabineLake	SabineLake	SL-SF-2016-54	29.7431	-94.025	U			367	2016	10	25	188-367	TPWD Port Arthur Carey Gelpi	USA	TX				0.3	0.9	24.1	8.5	10.3	
GULF	WGULF	WGULF	TX	SabineLake	SabineLake	SL-SF-2016-55	29.7431	-94.025	U			363	2016	10	25	188-363	TPWD Port Arthur Carey Gelpi	USA	TX				0.3	0.9	24.1	8.5	10.3	
GULF	WGULF	WGULF	TX	SabineLake	SabineLake	SL-SF-2016-56	29.7431	-94.025	U			420	2016	10	25	188-420	TPWD Port Arthur Carey Gelpi	USA	TX				0.3	0.9	24.1	8.5	10.3	
GULF	WGULF	WGULF	TX	SabineLake	SabineLake	SL-SF-2016-57	29.7431	-94.025	U			367	2016	10	25	188-367	TPWD Port Arthur Carey Gelpi	USA	TX				0.3	0.9	24.1	8.5	10.3	
GULF	WGULF	WGULF	TX	SabineLake	SabineLake	SL-SF-2016-58	29.7431	-94.025	U			277	2016	10	25	188-277	TPWD Port Arthur Carey Gelpi	USA	TX				0.3	0.9	24.1	8.5	10.3	
GULF	WGULF	WGULF	TX	SabineLake	SabineLake	SL-SF-2016-59	29.7431	-94.025	U			363	2016	10	25	188-363	TPWD Port Arthur Carey Gelpi	USA	TX				0.3	0.9	24.1	8.5	10.3	
GULF	WGULF	WGULF	TX	SanAntonioBay	SanAntonioBay	SA-SF-2015-01	28.3636	-96.7217	U			132	2016	1	6	26	TPWD Port O'Connor Norman Boyd	USA	TX				2.3	2.3	28.4	6.7	5.8	28
GULF	WGULF	WGULF	TX	SanAntonioBay	SanAntonioBay	SA-SF-2015-02	28.3264	-96.7078	U			250	2016	1	6	35	TPWD Port O'Connor Norman Boyd	USA	TX				2.2	2.2	28.5	8.3	4.7	31
GULF	WGULF	WGULF	TX	SanAntonioBay	SanAntonioBay	SA-SF-2015-03	28.3106	-96.6594	U			199	2016	12	7	1	TPWD Port O'Connor Norman Boyd	USA	TX				1.2	1.2	29.7	7.9	1.7	87
GULF	WGULF	WGULF	TX	SanAntonioBay	SanAntonioBay	SA-SF-2015-04	28.3106	-96.6594	U			199	2016	12	7	2	TPWD Port O'Connor Norman Boyd	USA	TX				1.2	1.2	29.7	7.9	1.7	87
GULF	WGULF	WGULF	TX	SanAntonioBay	SanAntonioBay	SA-SF-2015-05	28.3106	-96.6594	U			160	2016	12	7	3	TPWD Port O'Connor Norman Boyd	USA	TX				1.2	1.2	29.7	7.9	1.7	87
GULF	WGULF	WGULF	TX	SanAntonioBay	SanAntonioBay	SA-SF-2016-06	28.33	-96.4789	U			333	2016	10	12		TPWD Port O'Connor Norman Boyd	USA	TX				0.2	1	27.1	8.2	25	6
GULF	WGULF	WGULF	TX	SanAntonioBay	SanAntonioBay	SA-SF-2016-07	28.3161	-96.6625	U			244		10	25		TPWD Port O'Connor Norman Boyd	USA	TX				0	1	27	9	23.6	7
GULF	WGULF	WGULF	TX	SanAntonioBay	SanAntonioBay	SA-SF-2016-08			U			385	2016	10	4		TPWD Port O'Connor Norman Boyd	USA	TX									
GULF	WGULF	WGULF	TX	SanAntonioBay	SanAntonioBay	SA-SF-2016-09	28.4258	-96.4375	U			270	2016	10	18		TPWD Port O'Connor Norman Boyd	USA	TX				0.1	2.1	29	7.8	25.4	8
GULF	WGULF	WGULF	TX	SanAntonioBay	SanAntonioBay	SA-SF-2016-10	28.3825	-96.5158	U			382	2016	10	19		TPWD Port O'Connor Norman Boyd	USA	TX				0.7	0.7	28.8	3.8	25.7	10
GULF	WGULF	WGULF	TX	SanAntonioBay	SanAntonioBay	SA-SF-2016-11	28.2958	-96.6214	U			424	2016	10	26		TPWD Port O'Connor Norman Boyd	USA	TX				0	1.2	25.7	7.3	25.2	6
GULF	WGULF	WGULF	TX	SanAntonioBay	SanAntonioBay	SA-SF-2016-13	28.2958	-96.6214	U			350	2016	10	26		TPWD Port O'Connor Norman Boyd	USA	TX				0	1.2	25.7	7.3	25.2	6
GULF	WGULF	WGULF	TX	SanAntonioBay	SanAntonioBay	SA-SF-2016-14	28.2372	-96.6561	U			277	2016	10	19		TPWD Port O'Connor Norman Boyd	USA	TX				0	0.8	32	12.1	21.4	6
GULF	WGULF	WGULF	TX	SanAntonioBay	SanAntonioBay	SA-SF-2016-15	28.2958	-96.6214	U			277	2016	10	26		TPWD Port O'Connor Norman Boyd	USA	TX				0	1.2	25.7	7.3	25.2	6
GULF	WGULF	WGULF	TX	SanAntonioBay	SanAntonioBay	SA-SF-2016-16	28.3178	-96.5339	U			392	2016	10	12		TPWD Port O'Connor Norman Boyd	USA	TX				0	1	28.3	10	25.1	4
GULF	WGULF	WGULF	TX	SanAntonioBay	SanAntonioBay	SA-SF-2016-17	28.2372	-96.6561	U			159	2016	10	19		TPWD Port O'Connor Norman Boyd	USA	TX				0	0.8	32	12.1	21.4	6
GULF	WGULF	WGULF	TX	SanAntonioBay	SanAntonioBay	SA-SF-2016-18	28.3161	-96.6625	U			413	2016	10	25		TPWD Port O'Connor Norman Boyd	USA	TX				0	1	27	9	23.6	7
GULF	WGULF	WGULF	TX	SanAntonioBay	SanAntonioBay	SA-SF-2016-19	28.3161	-96.6625	U			199	2016	5	13		TPWD Port O'Connor Norman Boyd	USA	TX									
GULF	WGULF	WGULF	TX	SanAntonioBay	SanAntonioBay	SA-SF-2016-20	28.4292	-96.4264	U			302	2016	10	18		TPWD Port O'Connor Norman Boyd	USA	TX				0.3	2.2	28.9	7.5	25.5	10
GULF	WGULF	WGULF	TX	SanAntonioBay	SanAntonioBay	SA-SF-2016-21	28.2958	-96.6214	U			391	2016	10	26		TPWD Port O'Connor Norman Boyd	USA	TX				0	1.2	25.7	7.3	25.2	6
GULF	WGULF	WGULF	TX	SanAntonioBay	SanAntonioBay	SA-SF-2016-22	28.33	-96.4789	U			270	2016	10	12		TPWD Port O'Connor Norman Boyd	USA	TX				0.2	1	27.1	8.2	25	6
GULF	WGULF	WGULF	TX	SanAntonioBay	SanAntonioBay	SA-SF-2016-23	28.3097	-96.7592	U			214	2016	11	1		TPWD Port O'Connor Norman Boyd	USA	TX				2.6	2.6	25.9	4.5	22.9	13
GULF	WGULF	WGULF	TX	SanAntonioBay	SanAntonioBay	SA-SF-2016-24	28.3517	-96.5844	U			232	2016	9	22		TPWD Port O'Connor Norman Boyd	USA	TX				0.1	1.1	29.1	6.7	19.3	5
GULF	WGULF	WGULF	TX	SanAntonioBay	SanAntonioBay	SA-SF-2016-25	28.3439	-96.4408	U			231	2016	10	17		TPWD Port O'Connor Norman Boyd	USA	TX				1	2.1	29.9	9.8	25.5	17
GULF	WGULF	WGULF	TX	SanAntonioBay	SanAntonioBay	SA-SF-2016-26	28.2958	-96.6214	U			271	2016	10	26		TPWD Port O'Connor Norman Boyd	USA	TX				0	1.2	25.7	7.3	25.2	6
GULF	WGULF	WGULF	TX	SanAntonioBay	SanAntonioBay	SA-SF-2016-27	28.3178	-96.5339	U			443	2016	10	12		TPWD Port O'Connor Norman Boyd	USA	TX				0	1	28.3	10	25.1	4
GULF	WGULF	WGULF	TX	SanAntonioBay	SanAntonioBay	SA-SF-2016-28	28.2958	-96.6214	U			282	2016	10	26		TPWD Port O'Connor Norman Boyd	USA	TX				0	1.2	25.7	7.3	25.2	6
GULF	WGULF	WGULF	TX	SanAntonioBay	SanAntonioBay	SA-SF-2017-01	28.2144	-96.6944	U			212	2017	1	3		TPWD Port O'Connor Norman Boyd	USA	TX				0.3	0.4	19.5	7.4	19.9	12
GULF	WGULF	WGULF	TX	SanAntonioBay	SanAntonioBay	SA-SF-2017-02	28.2431	-96.7819	U			293	2017	4	25		TPWD Port O'Connor Theresa Krenek	USA	TX	4	300	152	0	0.5	24.7	6.7	15.1	58
GULF	WGULF	WGULF	TX	SanAntonioBay	SanAntonioBay	SA-SF-2017-03	28.3694	-96.4417	U			366	2017	4	18		TPWD Port O'Connor Theresa Krenek	USA	TX	4	170	238	0.2	0.8	25.7	7.3	30.3	3
GULF	WGULF	WGULF	TX	SanAntonioBay	SanAntonioBay	SA-SF-2017-04	28.3167	-96.6514	U			299	2017	5	16		TPWD Port O'Connor Theresa Krenek	USA	TX	4	300	86	0	1.4	27.2	7.5	16.4	5
GULF	WGULF	WGULF	TX	SanAntonioBay	SanAntonioBay	SA-SF-2017-05			U			398	2017	5	5		TPWD Port O'Connor Theresa Krenek	USA	TX	4	52							
GULF	WGULF	WGULF	TX	SanAntonioBay	SanAntonioBay	SA-SF-2017-06	28.3806	-96.4319	U			408	2017	4	11		TPWD Port O'Connor Theresa Krenek	USA	TX	4	170	239	0	1	25.1	9.2	31.2	6
GULF	WGULF	WGULF	TX	SanAntonioBay	SanAntonioBay	SA-SF-2017-07	28.3806	-96.4319	U			353	2017	4	11		TPWD Port O'Connor Theresa Krenek	USA	TX	4	170	239	0	1	25.1	9.2	31.2	6
GULF	WGULF	WGULF	TX	SanAntonioBay	SanAntonioBay	SA-SF-2017-08			U			385	2017	5	14		TPWD Port O'Connor Theresa Krenek	USA	TX	4	52	212						
GULF	WGULF	WGULF	TX	SanAntonioBay	SanAntonioBay	SA-SF-2017-09			U			616	2017	5	5		TPWD Port O'Connor Theresa Krenek	USA	TX	4	52							
GULF	WGULF	WGULF	TX	SanAntonioBay	SanAntonioBay	SA-SF-2017-10			U			407	2017	5	14		TPWD Port O'Connor Theresa Krenek	USA	TX	4	52	212						
GULF	WGULF	WGULF	TX	SanAntonioBay	SanAntonioBay	SA-SF-2017-11			U			385	2017	5	5		TPWD Port O'Connor Theresa Krenek	USA	TX	4	52							
GULF	WGULF	WGULF	TX	SanAntonioBay	SanAntonioBay	SA-SF-2017-12			U			419	2017	5	7		TPWD Port O'Connor Theresa Krenek	USA	TX	4	52	212						
GULF	WGULF	WGULF	TX	SanAntonioBay	SanAntonioBay	SA-SF-2017-13			U			430	2017	5	7		TPWD Port O'Connor Theresa Krenek	USA	TX	4	52	212						
GULF	WGULF	WGULF	TX	SanAntonioBay	SanAntonioBay	SA-SF-2017-14			U			416	2017	5	7		TPWD Port O'Connor Theresa Krenek	USA	TX	4	52	212						
GULF	WGULF	WGULF	TX	SanAntonioBay	SanAntonioBay	SA-SF-2017-15			U			427	2017	5	7		TPWD Port O'Connor Theresa Krenek	USA	TX	4	52	212						
GULF	WGULF	WGULF	TX	SanAntonioBay	SanAntonioBay	SA-SF-2017-16	28.35	-96.435	U			368	2017	3	27		TPWD Port O'Connor Theresa Krenek	USA	TX	4	170	254						
GULF	WGULF	WGULF	TX	SanAntonioBay	SanAntonioBay	SA-SF-2017-17			U			426	2017	5	7		TPWD Port O'Connor Theresa Krenek	USA	TX	4	52	212						
GULF	WGULF	WGULF	TX	SanAntonioBay	SanAntonioBay	SA-SF-2017-18			U			440	2017	5	5		TPWD Port O'Connor Theresa Krenek	USA	TX	4	52							
GULF	WGULF	WGULF	TX	SanAntonioBay	SanAntonioBay	SA-SF-2017-19			U			409	2017	5	5		TPWD Port O'Connor Theresa Krenek	USA	TX	4	52							
