OCEAN	REGION1	REGION	POP	ESTUARY	SITE	SAMPLE_ID	LAT	LONG	SEX	WEIGHT	SL	TL	YEAR	MONTH	DAY	FIELD_ID	SAMPLER	COUNTRY	STATE	MAJORAREA	MINORBAY	STATION	SHALLOWDEPTH	DEEPWATERDEPTH	TEMP	DO	SALINITY	TURBIDITY
GULF	WGULF	WGULF	TX	SanAntonioBay	SanAntonioBay	SA-SF-2017-20			U			356	2017	3	30		TPWD Port O'Connor Theresa Krenek	USA	TX	4	52	212						
GULF	WGULF	WGULF	TX	SanAntonioBay	SanAntonioBay	SA-SF-2017-21	28.4189	-96.4219	U			146	2017	5	13		TPWD Port O'Connor Theresa Krenek	USA	TX	4	52	212						
GULF	WGULF	WGULF	TX	SanAntonioBay	SanAntonioBay	SA-SF-2017-22	28.3772	-96.5278	U			369	2017	6	1		TPWD Port O'Connor Theresa Krenek	USA	TX	4	170	233						
GULF	WGULF	WGULF	TX	SanAntonioBay	SanAntonioBay	SA-SF-2017-23			U			439	2017	5	12		TPWD Port O'Connor Theresa Krenek	USA	TX	4	52	218						
GULF	WGULF	WGULF	TX	SanAntonioBay	SanAntonioBay	SA-SF-2017-24	28.2111	-96.7028	U			302	2017	4	25		TPWD Port O'Connor Theresa Krenek	USA	TX	4	300	183	0	1	"24,4"	9.3	6.2	5
GULF	WGULF	WGULF	TX	SanAntonioBay	SanAntonioBay	SA-SF-2017-25	28.4197	-96.3567	U			497	2017	5	14		TPWD Port O'Connor Theresa Krenek	USA	TX	4	360	488	0.2					
GULF	WGULF	WGULF	TX	SanAntonioBay	SanAntonioBay	SA-SF-2017-26			U			410	2017	5	12		TPWD Port O'Connor Theresa Krenek	USA	TX	4	52	218						
GULF	WGULF	WGULF	TX	SanAntonioBay	SanAntonioBay	SA-SF-2017-27	28.3361	-96.6028	U			368	2017	5	23		TPWD Port O'Connor Theresa Krenek	USA	TX	4	170	258						
GULF	WGULF	WGULF	TX	SanAntonioBay	SanAntonioBay	SA-SF-2017-28	28.425	-96.4153	U			286	2017	4	13		TPWD Port O'Connor Theresa Krenek	USA	TX	4	52	213			23	7.1	31.5	14
GULF	WGULF	WGULF	TX	SanAntonioBay	SanAntonioBay	SA-SF-2017-29			U			390	2017	5	14		TPWD Port O'Connor Theresa Krenek	USA	TX	4	52	212						
GULF	WGULF	WGULF	TX	SanAntonioBay	SanAntonioBay	SA-SF-2017-30			U			373	2017	3	30		TPWD Port O'Connor Theresa Krenek	USA	TX	4	52	212						
GULF	WGULF	WGULF	TX	SanAntonioBay	SanAntonioBay	SA-SF-2017-31	28.35	-96.435	U			416	2017	3	27		TPWD Port O'Connor Theresa Krenek	USA	TX	4	170	254						
GULF	WGULF	WGULF	TX	SanAntonioBay	SanAntonioBay	SA-SF-2017-32	28.35	-96.435	U			332	2017	3	27		TPWD Port O'Connor Theresa Krenek	USA	TX	4	170	254						
GULF	WGULF	WGULF	TX	SanAntonioBay	SanAntonioBay	SA-SF-2017-33			U			367	2017	5	5		TPWD Port O'Connor Theresa Krenek	USA	TX	4	52							
GULF	WGULF	WGULF	TX	SanAntonioBay	SanAntonioBay	SA-SF-2017-34			U			442	2017	5	12		TPWD Port O'Connor Theresa Krenek	USA	TX	4	52	218						
GULF	WGULF	WGULF	TX	SanAntonioBay	SanAntonioBay	SA-SF-2017-35			U			387	2017	5	14		TPWD Port O'Connor Theresa Krenek	USA	TX	4	52	212						
GULF	WGULF	WGULF	TX	SanAntonioBay	SanAntonioBay	SA-SF-2017-36			U			410	2017	5	14		TPWD Port O'Connor Theresa Krenek	USA	TX	4	52	212						
GULF	WGULF	WGULF	TX	SanAntonioBay	SanAntonioBay	SA-SF-2017-37			U			366	2017	5	14		TPWD Port O'Connor Theresa Krenek	USA	TX	4	52	212						
GULF	WGULF	WGULF	TX	SanAntonioBay	SanAntonioBay	SA-SF-2017-38	28.4197	-96.3567	U			483	2017	5	14		TPWD Port O'Connor Theresa Krenek	USA	TX	4	360	488	0.2					
GULF	WGULF	WGULF	TX	SanAntonioBay	SanAntonioBay	SA-SF-2017-39	28.35	-96.435	U			377	2017	3	27		TPWD Port O'Connor Theresa Krenek	USA	TX	4	170	254						
GULF	WGULF	WGULF	TX	SanAntonioBay	SanAntonioBay	SA-SF-2017-40			U			389	2017	5	7		TPWD Port O'Connor Theresa Krenek	USA	TX	4	52	212						
GULF	WGULF	WGULF	TX	SanAntonioBay	SanAntonioBay	SA-SF-2017-41	28.35	-96.435	U			356	2017	3	27		TPWD Port O'Connor Theresa Krenek	USA	TX	4	170	254						
GULF	WGULF	WGULF	TX	SanAntonioBay	SanAntonioBay	SA-SF-2017-42			F			425	2017	5	5		TPWD Port O'Connor Theresa Krenek	USA	TX	4	52							
GULF	WGULF	WGULF	TX	SanAntonioBay	SanAntonioBay	SA-SF-2017-43			F			377	2017	5	14		TPWD Port O'Connor Theresa Krenek	USA	TX	4	52	212						
GULF	WGULF	WGULF	TX	SanAntonioBay	SanAntonioBay	SA-SF-2017-44	28.3894	-96.71	U			271	2017	3	1		TPWD Port O'Connor Theresa Krenek	USA	TX	4	300	47			24.3	8.3	5.2	
GULF	WGULF	WGULF	TX	SanAntonioBay	SanAntonioBay	SA-SF-2017-45	28.425	-96.4153	U			285	2017	4	13		TPWD Port O'Connor Theresa Krenek	USA	TX	4	52	213			23	7.1	31.5	14
GULF	WGULF	WGULF	TX	SanAntonioBay	SanAntonioBay	SA-SF-2017-46			F			446	2017	5	14		TPWD Port O'Connor Theresa Krenek	USA	TX	4	52	212						
GULF	WGULF	WGULF	TX	SanAntonioBay	SanAntonioBay	SA-SF-2017-47	28.25	-96.6514	U			327	2017	4	25		TPWD Port O'Connor Theresa Krenek	USA	TX	4	300	143	0	1	24.6	8.3	19.3	5
GULF	WGULF	WGULF	TX	SanAntonioBay	SanAntonioBay	SA-SF-2017-48	28.3042	-96.5486	U			394	2017	4	19		TPWD Port O'Connor Theresa Krenek	USA	TX	4	170	285	0	1	24.4	8.5	26	4
GULF	WGULF	WGULF	TX	SanAntonioBay	SanAntonioBay	SA-SF-2017-49	28.2431	-96.7819	U			436	2017	4	25		TPWD Port O'Connor Theresa Krenek	USA	TX	4	300	152	0	0.5	24.7	6.7	15.1	58
GULF	WGULF	WGULF	TX	SanAntonioBay	SanAntonioBay	SA-SF-2017-50			F			424	2017	5	12		TPWD Port O'Connor Theresa Krenek	USA	TX	4	52	218						
GULF	WGULF	WGULF	TX	SanAntonioBay	SanAntonioBay	SA-SF-2017-51			F			400	2017	5	12		TPWD Port O'Connor Theresa Krenek	USA	TX	4	52	218						
GULF	WGULF	WGULF	TX	SanAntonioBay	SanAntonioBay	SA-SF-2017-52			F			428	2017	5	5		TPWD Port O'Connor Theresa Krenek	USA	TX	4	52							
GULF	WGULF	WGULF	TX	SanAntonioBay	SanAntonioBay	SA-SF-2017-53			F			429	2017	5	5		TPWD Port O'Connor Theresa Krenek	USA	TX	4	52							
GULF	WGULF	WGULF	TX	SanAntonioBay	SanAntonioBay	SA-SF-2017-54			U			434	2017	5	7		TPWD Port O'Connor Theresa Krenek	USA	TX	4	52	212						
GULF	WGULF	WGULF	TX	SanAntonioBay	SanAntonioBay	SA-SF-2017-55			U			393	2017	3	30		TPWD Port O'Connor Theresa Krenek	USA	TX	4	52	212						
GULF	WGULF	WGULF	TX	SanAntonioBay	SanAntonioBay	SA-SF-2017-56			U			380	2017	5	7		TPWD Port O'Connor Theresa Krenek	USA	TX	4	52	212						
GULF	WGULF	WGULF	TX	SanAntonioBay	SanAntonioBay	SA-SF-2017-57			U			392	2017	3	30		TPWD Port O'Connor Theresa Krenek	USA	TX	4	52	212						
GULF	WGULF	WGULF	TX	SanAntonioBay	SanAntonioBay	SA-SF-2017-58			F			406	2017	5	12		TPWD Port O'Connor Theresa Krenek	USA	TX	4	52	218						
GULF	WGULF	WGULF	TX	SanAntonioBay	SanAntonioBay	SA-SF-2017-59	28.3694	-96.4417	U			354	2017	4	18		TPWD Port O'Connor Theresa Krenek	USA	TX	4	170	238	0.2	0.8	25.7	7.3	30.3	3
GULF	WGULF	WGULF	TX	SanAntonioBay	SanAntonioBay	SA-SF-2017-60			F			428	2017	5	14		TPWD Port O'Connor Theresa Krenek	USA	TX	4	52	212						
GULF	WGULF	WGULF	TX	SanAntonioBay	SanAntonioBay	SA-SF-2017-61			U			393	2017	5	7		TPWD Port O'Connor Theresa Krenek	USA	TX	4	52	212						
GULF	WGULF	WGULF	TX	SanAntonioBay	SanAntonioBay	SA-SF-2017-62			F			447	2017	5	12		TPWD Port O'Connor Theresa Krenek	USA	TX	4	52	218						
GULF	WGULF	WGULF	TX	SanAntonioBay	SanAntonioBay	SA-SF-2017-63			F			445	2017	5	12		TPWD Port O'Connor Theresa Krenek	USA	TX	4	52	218						
GULF	WGULF	WGULF	TX	SanAntonioBay	SanAntonioBay	SA-SF-2017-64			U			394	2017	5	7		TPWD Port O'Connor Theresa Krenek	USA	TX	4	52	212						
GULF	WGULF	WGULF	TX	SanAntonioBay	SanAntonioBay	SA-SF-2017-65			U			356	2017	3	30		TPWD Port O'Connor Theresa Krenek	USA	TX	4	52	212						
GULF	WGULF	WGULF	TX	SanAntonioBay	SanAntonioBay	SA-SF-2017-66	28.1875	-96.7569	U			361	2017	5	2		TPWD Port O'Connor Theresa Krenek	USA	TX	4	300	191	0.2	0.8	27.6	8.1	15.9	13
GULF	WGULF	WGULF	TX	SanAntonioBay	SanAntonioBay	SA-SF-2017-67	28.4125	-96.4639	U			483	2017	5	4		TPWD Port O'Connor Theresa Krenek	USA	TX	4	170	217	0	2.2	26.7	5.9	29	6
GULF	WGULF	WGULF	TX	SanAntonioBay	SanAntonioBay	SA-SF-2017-68	28.35	-96.435	U			361	2017	3	27		TPWD Port O'Connor Theresa Krenek	USA	TX	4	170	254						
GULF	WGULF	WGULF	TX	SanAntonioBay	SanAntonioBay	SA-SF-2017-69	28.4189	-96.4311	U			416	2017	5	24		TPWD Port O'Connor Theresa Krenek	USA	TX									
GULF	WGULF	WGULF	TX	SanAntonioBay	SanAntonioBay	SA-SF-2017-70	28.4189	-96.4311	U			386	2017	5	24		TPWD Port O'Connor Theresa Krenek	USA	TX									
GULF	WGULF	WGULF	TX	SanAntonioBay	SanAntonioBay	SA-SF-2017-71	28.4189	-96.4311	U			459	2017	5	24		TPWD Port O'Connor Theresa Krenek	USA	TX									
GULF	WGULF	WGULF	TX	SanAntonioBay	SanAntonioBay	SA-SF-2017-72	28.4189	-96.4311	U			347	2017	5	24		TPWD Port O'Connor Theresa Krenek	USA	TX									
GULF	WGULF	WGULF	TX	SanAntonioBay	SanAntonioBay	SA-SF-2017-73	28.4189	-96.4311	U			421	2017	5	24		TPWD Port O'Connor Theresa Krenek	USA	TX									
GULF	WGULF	WGULF	TX	SanAntonioBay	SanAntonioBay	SA-SF-2017-74	28.4189	-96.4311	U			431	2017	5	24		TPWD Port O'Connor Theresa Krenek	USA	TX									
GULF	WGULF	WGULF	TX	SanAntonioBay	SanAntonioBay	SA-SF-2017-75	28.4189	-96.4311	U			405	2017	5	24		TPWD Port O'Connor Theresa Krenek	USA	TX									
GULF	WGULF	WGULF	TX	SanAntonioBay	SanAntonioBay	SA-SF-2017-76	28.4189	-96.4311	U			435	2017	5	24		TPWD Port O'Connor Theresa Krenek	USA	TX									
GULF	WGULF	WGULF	TX	SanAntonioBay	SanAntonioBay	SA-SF-2017-77	28.4189	-96.4311	U			422	2017	5	24		TPWD Port O'Connor Theresa Krenek	USA	TX									
GULF	WGULF	WGULF	TX	SanAntonioBay	SanAntonioBay	SA-SF-2017-78	28.4189	-96.4311	U			401	2017	5	24		TPWD Port O'Connor Theresa Krenek	USA	TX									
GULF	WGULF	WGULF	TX	TXoffshore	TXoffshore	MS-SF-2015-48	29.278167	-94.077667	M			329	2015	10	14	GF22	Saillant	USA	TX									
GULF	WGULF	WGULF	TX	TXoffshore	TXoffshore	MS-SF-2015-49	29.278167	-94.077667	F			372	2015	10	19	GF23	Saillant	USA	TX									
GULF	WGULF	WGULF	TX	TXoffshore	TXoffshore	MS-SF-2015-50	29.278167	-94.077667	F			390	2015	10	19	GF24	Saillant	USA	TX									
GULF	WGULF	WGULF	TX	TXoffshore	TXoffshore	MS-SF-2015-51	29.278167	-94.077667	M			346	2015	10	19	GF25	Saillant	USA	TX									
GULF	WGULF	WGULF	TX	TXoffshore	TXoffshore	MS-SF-2015-52	29.278167	-94.077667	M			233	2015	10	19	GF26	Saillant	USA	TX									
GULF	WGULF	WGULF	TX	TXoffshore	TXoffshore	MS-SF-2015-53	29.278167	-94.077667	M			313	2015	10	19	GF27	Saillant	USA	TX									
GULF	WGULF	WGULF	TX	TXoffshore	TXoffshore	MS-SF-2015-54	29.419	-94.026333	M			311	2015	10	19	GF28	Saillant	USA	TX									
GULF	WGULF	WGULF	TX	TXoffshore	TXoffshore	MS-SF-2015-55	29.419	-94.026333	M			309	2015	10	19	GF29	Saillant	USA	TX									
GULF	WGULF	WGULF	TX	TXoffshore	TXoffshore	MS-SF-2015-56	29.530333	-93.0845	M			293	2015	10	19	GF30	Saillant	USA	TX									
GULF	WGULF	WGULF	TX	TXoffshore	TXoffshore	MS-SF-2015-57	29.210833	-93.0725	F			411	2015	10	20	GF31	Saillant	USA	TX									
GULF	WGULF	WGULF	TX	TXoffshore	TXoffshore	MS-SF-2015-58	29.210833	-93.0725	U			463	2015	10	20	GF33	Saillant	USA	TX									
GULF	WGULF	WGULF	TX	TXoffshore	TXoffshore	TX-SF-2016-01	28.3161	-94.7953	U			540				A3		USA	TX									
GULF	WGULF	WGULF	TX	TXoffshore	TXoffshore	TX-SF-2016-02	28.3161	-94.7953	U			523				A4		USA	TX									
GULF	WGULF	WGULF	TX	TXoffshore	TXoffshore	TX-SF-2016-03	28.3161	-94.7953	U			432				A5 		USA	TX									
GULF	WGULF	WGULF	TX	TXoffshore	TXoffshore	TX-SF-2016-04	28.3161	-94.7953	U			540				A6		USA	TX									
GULF	WGULF	WGULF	TX	TXoffshore	TXoffshore	TX-SF-2016-05	28.3161	-94.7953	U			526				A7		USA	TX									
GULF	WGULF	WGULF	TX	TXoffshore	TXoffshore	TX-SF-2016-06	28.3161	-94.7953	U			476				A8		USA	TX									
GULF	WGULF	WGULF	TX	TXoffshore	TXoffshore	TX-SF-2016-07	28.3161	-94.7953	U			442				B1		USA	TX									
GULF	WGULF	WGULF	TX	TXoffshore	TXoffshore	TX-SF-2016-08	28.3161	-94.7953	U									USA	TX									
GULF	WGULF	WGULF	TX	TXoffshore	TXoffshore	TX-SF-2016-09	28.3161	-94.7953	U									USA	TX									
GULF	WGULF	WGULF	TX	TXoffshore	TXoffshore	TX-SF-2016-10	28.3161	-94.7953	U									USA	TX									
